,종목명,현재가,전일비,등락률,액면가,거래량,상장주식수,시가총액,외국인비율,PER,ROE
773,KBSTAR 비메모리반도체액티브,"10,470",375,+3.71%,0,"2,164,050","12,440","1,302",0.58,N/A,N/A
774,한국석유,"10,260",30,+0.29%,500,"18,032","12,694","1,302",1.25,15.50,6.98
775,한솔홀딩스,"3,065",5,-0.16%,"1,000","26,258","42,009","1,288",11.15,3.26,8.83
776,종근당바이오,"23,450",350,+1.52%,"2,500","8,490","5,486","1,286",1.32,-6.99,-10.80
777,KODEX 미국나스닥100선물(H),"18,765",260,+1.41%,0,"187,201","6,850","1,285",0.34,N/A,N/A
778,현대약품,"3,950",105,+2.73%,500,"92,266","32,000","1,264",1.58,395.00,-0.19
779,신일전자,"1,779",4,-0.22%,500,"506,316","71,048","1,264",1.13,"-1,779.00",1.27
780,대유플러스,"1,019",8,+0.79%,500,"1,419,674","123,960","1,263",1.12,-3.01,-46.38
781,KCTC,"4,195",50,-1.18%,500,"117,534","30,000","1,258",1.66,4.86,11.14
782,미래에셋 코스피 양매도 5% OTM ETN,"8,390",0,0.00%,0,0,"15,000","1,258",0.00,N/A,N/A
783,HANARO 200TR,"42,650",360,+0.85%,0,488,"2,950","1,258",0.00,N/A,N/A
784,삼화전자,"10,370",370,-3.45%,"1,000","2,241,192","12,103","1,255",5.71,-22.16,-45.31
785,광명전기,"2,885",10,+0.35%,500,"744,204","43,338","1,250",2.40,31.70,4.91
786,KTOP K200액티브,"10,685",70,+0.66%,0,"12,677","11,700","1,250",0.01,N/A,N/A
787,토니모리,"5,150",150,-2.83%,200,"225,061","24,055","1,239",1.55,31.21,-0.09
788,TIGER 미국채10년선물,"11,210",20,-0.18%,0,"69,164","11,000","1,233",0.56,N/A,N/A
789,조흥,"205,000","2,000",+0.99%,"5,000",8,600,"1,230",0.00,32.78,N/A
790,대신증권2우B,"12,300",100,-0.81%,"5,000","22,951","10,000","1,230",2.13,10.68,N/A
791,KODEX 국채선물10년,"63,450",510,+0.81%,0,"4,009","1,938","1,230",0.12,N/A,N/A
792,KBSTAR 코스닥150,"13,715",245,+1.82%,0,"27,351","8,900","1,221",0.12,N/A,N/A
793,한국공항,"38,500",0,0.00%,"5,000","2,470","3,166","1,219",4.21,17.53,1.84
794,TRUE 레버리지 S&P500 선물 ETN(H),"24,375",440,+1.84%,0,979,"5,000","1,219",0.00,N/A,N/A
795,삼성 레버리지 천연가스 선물 ETN B,"1,420",100,-6.58%,0,"1,542,528","85,000","1,207",0.00,N/A,N/A
796,한국수출포장,"3,015",15,+0.50%,500,"85,696","40,000","1,206",3.68,6.47,7.47
797,한국화장품제조,"26,600",400,-1.48%,500,"23,041","4,532","1,206",0.81,21.57,8.94
798,한국특강,"1,989",6,-0.30%,500,"96,746","60,590","1,205",0.20,3.10,23.44
799,인팩,"12,010",10,+0.08%,500,"110,143","10,000","1,201",2.50,7.70,12.28
800,KBSTAR 코스닥150선물레버리지,"12,675",425,+3.47%,0,"84,061","9,470","1,200",0.16,N/A,N/A
801,ARIRANG KOFR금리,"101,175",5,0.00%,0,"1,301","1,186","1,200",0.08,N/A,N/A
802,동양철관,"1,003",2,+0.20%,500,"460,468","118,885","1,192",2.87,250.75,4.62
803,한국무브넥스,"3,915",70,-1.76%,"1,000","220,356","30,450","1,192",5.53,3.38,12.16
804,KODEX 바이오,"7,695",125,+1.65%,0,"457,918","15,440","1,188",0.03,N/A,N/A
805,TRUE 레버리지 천연가스 선물 ETN B,"23,675","1,720",-6.77%,0,"1,252","5,000","1,184",0.00,N/A,N/A
806,CJ씨푸드,"3,290",10,-0.30%,500,"121,008","35,931","1,182",0.41,22.85,10.39
807,경동도시가스,"20,000",120,+0.60%,"2,500","10,786","5,895","1,179",14.92,4.82,6.28
808,신한 블룸버그 2X 천연가스 선물 ETN,"23,550","1,705",-6.75%,0,"9,620","5,000","1,178",0.00,N/A,N/A
809,신송홀딩스,"9,920",10,-0.10%,500,"130,279","11,829","1,173",3.25,N/A,1.58
810,일동홀딩스,"10,130","1,570",+18.34%,"1,000","1,293,892","11,540","1,169",2.16,-1.95,-314.25
811,미창석유,"67,100",300,-0.45%,"5,000",234,"1,740","1,167",32.07,3.80,7.51
812,대원화성,"2,815",0,0.00%,500,"1,592,262","41,249","1,161",1.06,-12.35,-14.44
813,TIGER 코스피,"26,730",245,+0.93%,0,"1,592","4,300","1,149",0.02,N/A,N/A
814,KODEX 미국달러선물,"11,695",105,-0.89%,0,"150,163","9,810","1,147",0.01,N/A,N/A
815,일성건설,"2,100",10,-0.47%,500,"106,003","54,025","1,135",64.98,18.26,6.30
816,두산퓨얼셀1우,"8,440",160,-1.86%,100,"17,657","13,364","1,128",15.88,79.62,N/A
817,SOL 반도체소부장Fn,"12,260",515,+4.38%,0,"1,785,092","9,200","1,128",0.68,N/A,N/A
818,한양증권,"8,840",30,-0.34%,"5,000","4,170","12,729","1,125",6.67,5.66,5.39
819,인천도시가스,"25,700",200,+0.78%,"5,000",512,"4,375","1,124",2.40,9.40,6.23
820,크라운제과,"8,950",10,+0.11%,200,"11,163","12,524","1,121",3.19,16.13,15.34
821,세이브존I&C,"2,705",10,-0.37%,"1,000","3,140","41,041","1,110",9.05,9.17,1.99
822,삼일제약,"7,390",10,-0.14%,500,"46,733","15,010","1,109",3.56,321.30,-0.03
823,유니켐,"1,287",3,-0.23%,500,"291,606","85,726","1,103",1.37,67.74,2.04
824,TIGER 차이나CSI300레버리지(합성),"16,855",100,+0.60%,0,"197,094","6,520","1,099",0.00,N/A,N/A
825,TIGER 종합채권(AA-이상)액티브,"50,130",220,+0.44%,0,"4,042","2,186","1,096",0.00,N/A,N/A
826,웅진,"1,371",4,-0.29%,500,"84,155","79,927","1,096",2.40,13.18,11.86
827,현대코퍼레이션홀딩스,"11,990",230,-1.88%,"5,000","22,245","9,101","1,091",3.86,2.92,15.95
828,KODEX 2차전지핵심소재10 Fn,"10,990",40,+0.37%,0,"2,095,747","9,900","1,088",5.11,N/A,N/A
829,삼익악기,"1,201",4,-0.33%,500,"52,052","90,531","1,087",1.99,-150.12,5.85
830,콤텍시스템,893,30,-3.25%,500,"2,783,413","121,051","1,081",2.37,4.36,16.63
831,KTis,"3,105",50,+1.64%,500,"206,592","34,802","1,081",2.74,7.94,8.19
832,KODEX 헬스케어,"11,610",235,+2.07%,0,"134,529","9,300","1,080",0.02,N/A,N/A
833,TIGER 200선물인버스2X,"2,630",40,-1.50%,0,"1,220,276","41,000","1,078",5.59,N/A,N/A
834,한진중공업홀딩스,"3,650",25,-0.68%,"5,000","12,276","29,530","1,078",1.18,19.52,4.44
835,TIGER 2차전지소재Fn,"9,970",125,+1.27%,0,"6,811,847","10,800","1,077",0.00,N/A,N/A
836,DRB동일,"5,400",10,-0.18%,500,"13,966","19,930","1,076",0.80,12.92,0.42
837,TIGER 미디어컨텐츠,"7,310",95,+1.32%,0,"156,866","14,700","1,075",0.22,N/A,N/A
838,KODEX 인도Nifty50,"10,735",10,-0.09%,0,"61,247","10,000","1,074",0.09,N/A,N/A
839,TIGER 코스닥150,"14,160",235,+1.69%,0,"44,205","7,580","1,073",1.26,N/A,N/A
840,이지스레지던스리츠,"3,775",10,+0.27%,"1,000","18,148","28,359","1,071",0.26,1.25,N/A
841,SG세계물산,523,3,+0.58%,500,"375,501","202,425","1,059",1.36,52.30,0.73
842,방림,"2,500",15,-0.60%,500,"316,114","42,314","1,058",1.34,138.89,2.78
843,동방,"2,185",5,-0.23%,"1,000","85,639","47,972","1,048",2.02,64.26,0.63
844,KBSTAR 25-11 회사채(AA-이상)액티브,"52,355",155,+0.30%,0,"4,017","1,992","1,043",0.12,N/A,N/A
845,화승코퍼레이션,"2,080",65,-3.03%,500,"100,184","50,051","1,041",2.62,8.32,1.68
846,히어로즈 단기채권ESG액티브,"102,860",100,+0.10%,0,"141,061","1,010","1,039",0.03,N/A,N/A
847,모나리자,"2,835",10,+0.35%,500,"57,280","36,571","1,037",0.81,37.80,3.06
848,유니온,"6,640",140,-2.06%,500,"235,383","15,612","1,037",0.79,-77.21,-8.03
849,화성산업,"10,160",10,+0.10%,"5,000","16,483","10,150","1,031",6.14,4.35,6.28
850,에이플러스에셋,"4,530",0,0.00%,500,"27,420","22,608","1,024",1.58,2.03,41.26
851,엔에이치스팩19호,"9,980",20,-0.20%,500,"5,577","10,258","1,024",2.52,71.80,0.62
852,한국화장품,"6,370",70,+1.11%,500,"12,137","16,068","1,024",0.42,84.93,2.68
853,HANARO Fn K-POP&미디어,"10,500",110,-1.04%,0,"115,427","9,700","1,018",0.00,N/A,N/A
854,지투알,"6,120",10,-0.16%,"1,000","8,347","16,567","1,014",32.72,7.14,10.34
855,다이나믹디자인,"5,920",10,-0.17%,500,"366,490","17,090","1,012",0.00,-0.83,-143.17
856,QV KIS CD금리투자 ETN,"50,530",15,+0.03%,0,2,"2,000","1,011",0.00,N/A,N/A
857,KBSTAR Fn5G테크,"10,185",545,+5.65%,0,"236,472","9,850","1,003",0.00,N/A,N/A
858,일신석재,"1,294",1,-0.08%,500,"193,838","77,457","1,002",2.72,36.97,4.37
859,기신정기,"3,420",10,-0.29%,500,"11,384","29,200",999,63.56,22.80,1.75
860,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,"49,440","2,080",+4.39%,0,"2,085","2,000",989,0.00,N/A,N/A
861,무림페이퍼,"2,375",5,+0.21%,"2,500","106,538","41,609",988,3.09,4.24,3.75
862,SOL 국고채10년,"103,285",960,+0.94%,0,90,954,985,0.06,N/A,N/A
863,남광토건,"10,000",160,-1.57%,"5,000","70,927","9,833",983,1.65,4.48,19.85
864,동일고무벨트,"7,060",80,-1.12%,500,"134,365","13,900",981,2.50,6.73,3.74
865,보락,"1,633",3,+0.18%,200,"152,822","59,900",978,0.89,34.74,6.54
866,HL D&I,"2,580",5,-0.19%,"5,000","19,058","37,859",977,1.99,28.67,5.95
867,고려산업,"3,915",15,+0.38%,"1,000","220,868","24,939",976,0.73,-279.64,0.65
868,CJ우,"43,150",0,0.00%,"5,000",796,"2,260",975,7.48,11.80,N/A
869,TIGER 일본엔선물,"8,895",30,-0.34%,0,"883,308","10,900",970,0.33,N/A,N/A
870,미래에셋글로벌리츠,"3,335",25,+0.76%,"1,000","49,172","29,060",969,0.46,12.73,5.29
871,TIGER 중국소비테마,"6,340",0,0.00%,0,"14,681","15,240",966,0.15,N/A,N/A
872,KODEX 차이나CSI300,"11,390",30,+0.26%,0,"27,047","8,450",962,0.17,N/A,N/A
873,대현,"2,165",5,-0.23%,500,"54,562","44,282",959,6.23,3.68,10.97
874,화천기계,"4,315",110,-2.49%,500,"1,724,121","22,000",949,1.62,38.19,2.80
875,TIGER 200 중공업,"4,185",45,+1.09%,0,"943,544","22,680",949,0.24,N/A,N/A
876,미래에셋 인버스 2X 코스닥150 선물 ETN,"8,590",315,-3.54%,0,"3,339,752","11,000",945,0.33,N/A,N/A
877,플레이그램,738,1,+0.14%,100,"363,956","126,750",935,1.39,-56.77,2.05
878,한신공영,"8,050",60,-0.74%,"5,000","20,292","11,571",931,7.36,2.37,6.49
879,지엠비코리아,"4,875",50,-1.02%,500,"76,018","19,072",930,55.87,7.88,4.75
880,신한 레버리지 코스닥 150 선물 ETN,"37,185",895,+2.47%,0,"3,306","2,500",930,0.00,N/A,N/A
881,팜젠사이언스,"5,850",230,+4.09%,500,"4,433,722","15,847",927,2.37,6.77,41.94
882,깨끗한나라,"2,485",30,+1.22%,"1,000","18,855","37,241",925,0.64,-5.10,-1.24
883,다스코,"4,755",55,-1.14%,500,"150,031","19,397",922,3.57,28.82,1.16
884,동방아그로,"6,770",10,-0.15%,500,"1,714","13,618",922,31.10,8.78,4.57
885,새론오토모티브,"4,785",20,-0.42%,500,"22,277","19,200",919,66.57,-18.91,-2.54
886,신영와코루,"10,180",20,-0.20%,500,947,"9,000",916,26.33,4.03,6.86
887,삼호개발,"3,650",5,+0.14%,500,"17,679","25,000",912,4.72,22.39,2.70
888,우신시스템,"4,955",20,-0.40%,500,"404,421","18,314",907,3.43,9.09,3.11
889,우진플라임,"4,525",0,0.00%,500,"484,400","20,000",905,6.16,4.34,23.63
890,TIGER 미국나스닥100커버드콜(합성),"9,995",20,-0.20%,0,"313,569","9,000",900,0.05,N/A,N/A
891,크라운해태홀딩스,"6,020",30,+0.50%,500,"7,425","14,847",894,1.63,860.00,2.89
892,HANARO 200 TOP10,"8,585",60,+0.70%,0,143,"10,400",893,0.00,N/A,N/A
893,ACE 글로벌반도체TOP4 Plus SOLACTIVE,"14,975",200,+1.35%,0,"101,144","5,950",891,0.00,N/A,N/A
894,화승알앤에이,"4,690",25,+0.54%,500,"69,988","18,994",891,3.38,3.98,15.85
895,코스맥스비티아이,"9,270",30,-0.32%,500,"4,209","9,604",890,3.83,-8.27,-2.14
896,한일철강,"3,330",20,+0.60%,500,"66,126","26,697",889,0.87,-27.75,-0.87
897,TIGER 인도니프티50,"10,520",40,-0.38%,0,"247,216","8,450",889,0.01,N/A,N/A
898,유유제약,"5,150",30,+0.59%,"1,000","66,001","17,232",887,1.03,-18.26,-4.97
899,엔케이,"1,107",8,-0.72%,500,"1,059,109","79,983",885,3.22,6.67,9.85
900,ACE 미국배당다우존스,"10,295",50,-0.48%,0,"906,204","8,600",885,0.39,N/A,N/A
901,평화산업,"1,604",36,-2.20%,500,"494,824","54,902",881,2.43,14.58,18.05
902,삼성공조,"10,830",110,-1.01%,500,"21,294","8,126",880,2.37,2.13,17.22
903,KODEX 미국반도체MV,"13,585",195,+1.46%,0,"22,702","6,400",869,0.00,N/A,N/A
904,텔코웨어,"8,960",10,-0.11%,500,"3,375","9,703",869,0.97,17.36,3.50
905,조광페인트,"6,780",20,+0.30%,500,"50,703","12,800",868,1.63,-8.76,-4.21
906,진양산업,"6,670",270,+4.22%,500,"664,839","13,000",867,1.37,14.66,12.43
907,ACE G2전기차&자율주행액티브,"9,505",20,+0.21%,0,"62,711","9,100",865,0.00,N/A,N/A
908,하이스틸,"4,280",60,-1.38%,500,"158,437","20,191",864,1.82,15.85,8.03
909,마스턴프리미어리츠,"3,250",50,+1.56%,"1,000","12,445","26,580",864,0.36,125.00,0.64
910,TRUE 인버스 2X 코스닥 150 선물 ETN,"8,610",310,-3.48%,0,"2,530,352","10,000",861,0.00,N/A,N/A
911,대원전선,"1,196",1,-0.08%,500,"242,702","71,965",861,3.59,66.44,1.51
912,세원정공,"8,600",90,-1.04%,500,"9,623","10,000",860,11.75,43.65,-2.52
913,국보,"7,050",180,+2.62%,"5,000","1,481,289","12,190",859,0.16,-2.12,-64.68
914,국제약품,"4,060",30,+0.74%,"1,000","56,113","21,160",859,0.53,24.17,4.99
915,명문제약,"2,530",55,+2.22%,500,"127,142","33,953",859,1.20,11.50,9.27
916,인디에프,"1,141",25,+2.24%,500,"594,276","75,113",857,0.66,-14.82,-25.55
917,호전실업,"8,790",90,-1.01%,500,"49,651","9,750",857,2.32,2.85,21.24
918,TIGER KRX바이오K-뉴딜,"5,790",120,+2.12%,0,"471,513","14,800",857,0.27,N/A,N/A
919,마니커,"1,346",11,+0.82%,500,"273,901","63,511",855,0.39,-35.42,2.04
920,태평양물산,"1,740",33,-1.86%,500,"758,631","48,636",846,3.02,2.83,13.73
921,KODEX 미국메타버스나스닥액티브,"8,155",85,+1.05%,0,"19,258","10,350",844,0.79,N/A,N/A
922,유니드비티플러스,"7,950",510,-6.03%,"1,000","405,511","10,611",844,3.86,14.45,N/A
923,KH 필룩스,442,0,0.00%,500,0,"190,713",843,5.90,-0.50,-21.61
924,금비,"84,200","2,200",-2.55%,"5,000","11,295","1,000",842,0.89,-5.69,-13.84
925,상신브레이크,"3,915",130,-3.21%,500,"169,249","21,471",841,4.09,30.35,0.39
926,이건산업,"7,670",20,+0.26%,"5,000","17,495","10,953",840,4.55,150.39,2.74
927,휴니드,"5,920",0,0.00%,"5,000","55,962","14,116",836,24.39,7.54,6.67
928,한솔홈데코,"1,034",2,+0.19%,"1,000","138,930","80,565",833,2.81,-7.77,-3.11
929,상상인증권,768,9,+1.19%,"1,000","20,446","108,337",832,0.40,64.00,1.76
930,화천기공,"37,800",600,+1.61%,"5,000","5,775","2,200",832,9.98,2.07,11.47
931,남성,"2,290",10,+0.44%,500,"215,469","36,212",829,1.05,-286.25,2.67
932,TIGER 미국필라델피아반도체레버리지(합성),"13,160",245,+1.90%,0,"84,853","6,280",826,0.22,N/A,N/A
933,대우부품,"1,730",0,0.00%,500,"196,724","47,646",824,2.01,-10.06,-28.85
934,KC그린홀딩스,"3,665",5,+0.14%,500,"75,852","22,435",822,0.79,-18.23,-1.86
935,보해양조,588,0,0.00%,500,"310,246","139,120",818,1.01,-29.40,-3.39
936,KC코트렐,"2,250",0,0.00%,500,"228,799","36,335",818,1.37,-2.45,-41.86
937,써니전자,"2,345",45,+1.96%,500,"1,718,908","34,845",817,5.16,15.03,7.12
938,TIGER 200선물레버리지,"13,165",215,+1.66%,0,"124,087","6,200",816,0.00,N/A,N/A
939,KODEX 은선물(H),"4,690",180,+3.99%,0,"244,625","17,400",816,0.21,N/A,N/A
940,오리엔트바이오,688,16,+2.38%,500,"240,543","118,583",816,1.02,-6.55,-16.07
941,사조씨푸드,"4,735",15,+0.32%,"1,000","11,582","17,219",815,1.19,15.68,3.54
942,KODEX 200IT TR,"12,665",135,+1.08%,0,940,"6,400",811,0.00,N/A,N/A
943,대호에이엘,"1,339",0,0.00%,500,"211,719","60,386",809,0.78,29.11,8.19
944,유성기업,"3,105",10,-0.32%,500,"8,792","25,948",806,11.11,3.82,6.72
945,삼화왕관,"37,250",850,-2.23%,"5,000","9,176","2,154",802,4.00,-5.06,-13.08
946,제일연마,"8,010",0,0.00%,500,"5,534","10,000",801,4.41,38.33,2.37
947,조비,"15,420",430,+2.87%,"5,000","26,289","5,192",801,0.78,-52.09,15.06
948,KBSTAR 대형고배당10TR,"16,450",105,+0.64%,0,"5,403","4,850",798,0.00,N/A,N/A
949,KODEX 한국대만IT프리미어,"19,400",150,+0.78%,0,"21,294","4,100",795,0.00,N/A,N/A
950,ARIRANG 신흥국MSCI(합성 H),"9,240",30,+0.33%,0,"23,164","8,600",795,0.00,N/A,N/A
951,ACE 26-06 회사채(AA-이상)액티브,"10,045",35,+0.35%,0,"19,685","7,910",795,0.00,N/A,N/A
952,한화솔루션우,"30,850",600,+1.98%,"5,000","23,718","2,575",794,4.25,15.76,N/A
953,동양피스톤,"6,020",120,+2.03%,500,"99,908","13,168",793,1.94,16.36,2.25
954,신한 레버리지 은 선물 ETN(H),"7,925",605,+8.27%,0,"47,601","10,000",792,0.00,N/A,N/A
955,혜인,"6,210",30,-0.48%,500,"88,269","12,713",789,3.00,-20.98,-1.89
956,DSR,"4,920",0,0.00%,500,"18,292","16,000",787,0.82,3.73,12.80
957,TIGER 미국다우존스30,"21,735",150,-0.69%,0,"12,599","3,620",787,0.09,N/A,N/A
958,KODEX WTI원유선물(H),"13,790",200,+1.47%,0,"159,679","5,700",786,0.00,N/A,N/A
959,SH에너지화학,707,2,-0.28%,500,"231,181","111,134",786,32.71,N/A,1.99
960,사조오양,"8,330",50,-0.60%,"5,000","1,842","9,423",785,1.77,5.73,4.24
961,TIGER 소프트웨어,"8,550",65,+0.77%,0,"183,114","9,160",783,0.12,N/A,N/A
962,NH프라임리츠,"4,190",10,-0.24%,500,"47,417","18,660",782,0.23,7.95,7.59
963,대유에이텍,673,0,0.00%,500,"85,086","116,169",782,0.97,-1.32,-55.60
964,인터지스,"2,620",30,+1.16%,500,"63,506","29,748",779,3.27,2.57,13.56
965,부산산업,"73,800",300,+0.41%,"5,000","1,798","1,056",779,1.39,20.81,4.56
966,두산2우B,"87,200",100,-0.11%,"5,000",203,893,779,0.13,-2.58,N/A
967,까뮤이앤씨,"1,718",12,+0.70%,500,"66,535","45,152",776,1.19,-5.52,-17.86
968,한세엠케이,"2,565",10,+0.39%,500,"12,805","30,107",772,0.51,-1.76,-88.24
969,화인베스틸,"2,570",10,+0.39%,500,"178,151","29,918",769,2.30,-10.20,-3.30
970,서울식품,205,1,-0.49%,100,"1,533,684","374,756",768,1.43,N/A,2.49
971,한창제지,"1,283",1,-0.08%,500,"52,365","59,667",766,0.61,-6.55,1.15
972,영흥,745,1,-0.13%,500,"44,420","101,310",755,0.54,-57.31,-0.20
973,KODEX 미국종합채권SRI액티브(H),"96,810",485,+0.50%,0,104,779,754,0.04,N/A,N/A
974,영보화학,"3,770",40,-1.05%,500,"11,693","20,000",754,52.62,12.28,4.27
975,범양건영,"3,030",40,-1.30%,"1,000","105,637","24,832",752,1.46,-7.16,-11.33
976,ACE KRX금현물,"11,575",0,0.00%,0,"46,823","6,500",752,0.21,N/A,N/A
977,미래에셋 레버리지 코스닥150 선물 ETN,"37,400","1,200",+3.31%,0,"38,063","2,000",748,0.00,N/A,N/A
978,SK우,"132,100",600,+0.46%,200,556,566,748,0.80,"-6,605.00",N/A
979,TRUE 나스닥 100 ETN,"14,820",50,+0.34%,0,"8,108","5,000",741,0.00,N/A,N/A
980,문배철강,"3,610",35,+0.98%,500,"80,231","20,504",740,3.23,2.89,16.87
981,천일고속,"51,700",200,-0.39%,"5,000",44,"1,429",739,0.04,-21.15,-19.21
982,시디즈,"36,850",0,0.00%,500,"62,869","2,000",737,0.92,31.63,N/A
983,세하,"1,278",0,0.00%,"1,000","83,340","57,563",736,0.43,-12.65,2.27
984,KODEX 미국달러선물인버스2X,"7,130",120,+1.71%,0,"760,333","10,260",732,0.01,N/A,N/A
985,코오롱인더우,"26,350",450,-1.68%,"5,000","5,383","2,768",729,11.82,6.65,N/A
986,에이엔피,"1,629",4,+0.25%,500,"58,773","44,717",728,0.00,-1.87,N/A
987,신한 인버스 2X WTI원유 선물 ETN(H),115,5,-4.17%,0,"35,411,432","633,000",728,0.00,N/A,N/A
988,TRUE S&P500 선물 ETN,"14,555",25,-0.17%,0,6,"5,000",728,0.00,N/A,N/A
989,한국종합기술,"6,600",40,-0.60%,500,"23,339","10,950",723,1.80,21.29,2.61
990,히어로즈 종합채권(AA-이상)액티브,"99,450",555,+0.56%,0,3,720,716,0.00,N/A,N/A
991,핸즈코퍼레이션,"3,275",0,0.00%,500,"4,728","21,863",716,0.18,-1.60,-34.18
992,한솔로지스틱스,"2,605",10,-0.38%,500,"61,226","27,477",716,3.20,3.35,26.80
993,SJM,"4,575",5,+0.11%,500,"78,208","15,605",714,14.86,6.62,2.81
994,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),"28,410",845,+3.07%,0,"1,960","2,500",710,0.00,N/A,N/A
995,CS홀딩스,"61,400",800,+1.32%,"5,000","3,715","1,154",709,2.93,4.46,5.38
996,HANARO Fn K-반도체,"9,325",120,+1.30%,0,"189,139","7,600",709,0.01,N/A,N/A
997,쌍방울,269,0,0.00%,500,0,"262,592",706,1.27,-0.80,-52.32
998,케이비아이동국실업,630,7,+1.12%,500,"135,666","111,293",701,2.15,6.43,2.43
999,아센디오,809,31,-3.69%,500,"243,870","86,017",696,0.00,-3.61,-43.42
1000,ACE 미국WideMoat가치주,"21,035",20,+0.10%,0,"5,209","3,300",694,0.00,N/A,N/A
1001,TIGER 미국S&P500레버리지(합성 H),"29,390",560,+1.94%,0,"15,327","2,360",694,0.00,N/A,N/A
1002,티웨이홀딩스,618,1,-0.16%,500,"117,189","111,563",689,1.19,0.77,48.59
1003,우성,"22,200",0,0.00%,"5,000","2,378","3,090",686,0.93,196.46,0.07
1004,메타랩스,"2,745",70,-2.49%,"2,500","36,761","24,905",684,0.00,-22.32,-6.27
1005,대한방직,"12,850",110,-0.85%,"1,000","88,950","5,300",681,1.12,-11.58,-3.81
1006,부국철강,"3,395",5,-0.15%,500,"50,582","20,000",679,2.58,13.91,5.76
1007,KODEX 차이나H레버리지(H),"1,985",95,+5.03%,0,"973,157","34,200",679,0.00,N/A,N/A
1008,솔루스첨단소재1우,"8,020",30,+0.38%,100,"6,242","8,455",678,11.72,-16.04,N/A
1009,DSR제강,"4,705",20,+0.43%,500,"14,627","14,400",678,3.15,2.52,17.17
1010,TIGER 테슬라채권혼합Fn,"11,500",65,+0.57%,0,"72,068","5,850",673,0.82,N/A,N/A
1011,신세계건설,"16,790",20,+0.12%,"5,000","7,346","4,000",672,5.23,-2.53,-5.58
1012,삼일씨엔에스,"5,250",40,+0.77%,"1,000","8,270","12,732",668,0.42,-16.01,-2.28
1013,신한 WTI원유 선물 ETN(H),"6,670",100,+1.52%,0,"1,443","10,000",667,0.00,N/A,N/A
1014,대림B&Co,"4,000",40,-0.99%,"1,000","19,432","16,672",667,1.42,-24.39,-0.51
1015,TIGER 국채3년,"105,585",400,+0.38%,0,766,630,665,0.05,N/A,N/A
1016,삼정펄프,"26,600",0,0.00%,"5,000","1,355","2,500",665,2.93,8.64,-0.45
1017,TIGER 미국나스닥100TR(H),"12,775",185,+1.47%,0,"171,211","5,200",664,0.63,N/A,N/A
1018,일진디스플,"1,288",13,-1.00%,500,"114,472","51,514",663,0.53,-8.26,-16.46
1019,덕성,"4,220",40,+0.96%,500,"28,527","15,680",662,0.81,32.46,2.99
1020,TIGER 미국투자등급회사채액티브(H),"50,580",390,+0.78%,0,"5,575","1,308",662,0.00,N/A,N/A
1021,인바이오젠,467,0,0.00%,500,0,"140,884",658,0.31,-0.79,-84.75
1022,한익스프레스,"5,470",140,-2.50%,500,"47,108","12,000",656,3.00,11.49,8.01
1023,아모레G우,"10,170",60,-0.59%,500,"12,607","6,444",655,38.78,15.32,N/A
1024,모나미,"3,460",0,0.00%,"1,000","23,695","18,897",654,1.82,21.23,3.05
1025,미래에셋 전기전자 Core5 ETN,"32,510",0,0.00%,0,0,"2,000",650,0.00,N/A,N/A
1026,SJM홀딩스,"4,340",130,-2.91%,500,"77,029","14,934",648,7.30,15.02,1.15
1027,성보화학,"3,235",5,+0.15%,500,"7,478","20,020",648,0.76,21.42,2.94
1028,유한양행우,"54,800",100,+0.18%,"1,000",804,"1,181",647,0.00,42.02,N/A
